# comments like these are ignored   
# each sample is a tuple (srcX, srcY, destX, destY)   
# src is a pixel, dest is a field coordinate in mm   
#    
   
# specify the grid size: number of columns (x), then number of rows (y)   
# samples need to be specified on a grid and in lexical ordering   
# (otherwise we would have to do sorting / triangulation, which is more coding work)   
# if you accidentally invert the ordering, you probably will get a transposed image   
   
   
# cam2_2018-03-10_18_04   
   
pixels 820 616 
grid 15 33 
   
# marker 0   
invalid  250 -4000
invalid  250 -3750
invalid  250 -3500
invalid  250 -3250
invalid  250 -3000
invalid  250 -2750
invalid  250 -2500
invalid  250 -2250
invalid  250 -2000
invalid  250 -1750
invalid  250 -1500
invalid  250 -1250
invalid  250 -1000
94 0 250 -750
49 58 250 -500
4 168 250 -250
0 306 250 0
6 445 250 250
51 556 250 500
101 615 250 750
invalid  250 1000
invalid  250 1250
invalid  250 1500
invalid  250 1750
invalid  250 2000
invalid  250 2250
invalid  250 2500
invalid  250 2750
invalid  250 3000
invalid  250 3250
invalid  250 3500
invalid  250 3750
invalid  250 4000
   
# marker 1   
invalid  500 -4000
invalid  500 -3750
invalid  500 -3500
invalid  500 -3250
invalid  500 -3000
invalid  500 -2750
invalid  500 -2500
invalid  500 -2250
invalid  500 -2000
invalid  500 -1750
invalid  500 -1500
invalid  500 -1250
172 0 500 -1000
144 31 500 -750
111 103 500 -500
85 197 500 -250
75 309 500 0
86 423 500 250
115 515 500 500
148 585 500 750
178 615 500 1000
invalid  500 1250
invalid  500 1500
invalid  500 1750
invalid  500 2000
invalid  500 2250
invalid  500 2500
invalid  500 2750
invalid  500 3000
invalid  500 3250
invalid  500 3500
invalid  500 3750
invalid  500 4000
   
# marker 2   
invalid  750 -4000
invalid  750 -3750
invalid  750 -3500
invalid  750 -3250
invalid  750 -3000
invalid  750 -2750
invalid  750 -2500
invalid  750 -2250
invalid  750 -2000
invalid  750 -1750
invalid  750 -1500
224 0 750 -1250
206 23 750 -1000
186 76 750 -750
165 139 750 -500
151 219 750 -250
146 311 750 0
152 402 750 250
168 482 750 500
189 545 750 750
210 594 750 1000
230 615 750 1250
invalid  750 1500
invalid  750 1750
invalid  750 2000
invalid  750 2250
invalid  750 2500
invalid  750 2750
invalid  750 3000
invalid  750 3250
invalid  750 3500
invalid  750 3750
invalid  750 4000
   
# marker 3   
invalid  1000 -4000
invalid  1000 -3750
invalid  1000 -3500
invalid  1000 -3250
invalid  1000 -3000
invalid  1000 -2750
invalid  1000 -2500
invalid  1000 -2250
invalid  1000 -2000
invalid  1000 -1750
261 0 1000 -1500
248 21 1000 -1250
234 62 1000 -1000
221 108 1000 -750
207 168 1000 -500
199 235 1000 -250
196 311 1000 0
200 386 1000 250
210 454 1000 500
224 511 1000 750
239 559 1000 1000
252 597 1000 1250
267 615 1000 1500
invalid  1000 1750
invalid  1000 2000
invalid  1000 2250
invalid  1000 2500
invalid  1000 2750
invalid  1000 3000
invalid  1000 3250
invalid  1000 3500
invalid  1000 3750
invalid  1000 4000
   
# marker 4   
invalid  1250 -4000
invalid  1250 -3750
invalid  1250 -3500
invalid  1250 -3250
invalid  1250 -3000
invalid  1250 -2750
invalid  1250 -2500
invalid  1250 -2250
invalid  1250 -2000
285 0 1250 -1750
277 21 1250 -1500
268 54 1250 -1250
257 89 1250 -1000
248 136 1250 -750
240 187 1250 -500
235 249 1250 -250
232 311 1250 0
236 374 1250 250
241 433 1250 500
252 484 1250 750
261 529 1250 1000
272 565 1250 1250
284 595 1250 1500
291 615 1250 1750
invalid  1250 2000
invalid  1250 2250
invalid  1250 2500
invalid  1250 2750
invalid  1250 3000
invalid  1250 3250
invalid  1250 3500
invalid  1250 3750
invalid  1250 4000
   
# marker 5   
invalid  1500 -4000
invalid  1500 -3750
invalid  1500 -3500
invalid  1500 -3250
invalid  1500 -3000
invalid  1500 -2750
invalid  1500 -2500
invalid  1500 -2250
306 0 1500 -2000
298 22 1500 -1750
290 48 1500 -1500
284 79 1500 -1250
277 118 1500 -1000
270 158 1500 -750
265 205 1500 -500
263 256 1500 -250
263 312 1500 0
263 365 1500 250
268 416 1500 500
275 460 1500 750
282 503 1500 1000
288 539 1500 1250
296 568 1500 1500
304 595 1500 1750
310 615 1500 2000
invalid  1500 2250
invalid  1500 2500
invalid  1500 2750
invalid  1500 3000
invalid  1500 3250
invalid  1500 3500
invalid  1500 3750
invalid  1500 4000
   
# marker 6   
invalid  1750 -4000
invalid  1750 -3750
invalid  1750 -3500
invalid  1750 -3250
invalid  1750 -3000
invalid  1750 -2750
invalid  1750 -2500
320 5 1750 -2250
315 22 1750 -2000
310 48 1750 -1750
305 70 1750 -1500
299 102 1750 -1250
294 137 1750 -1000
289 176 1750 -750
286 218 1750 -500
284 263 1750 -250
283 312 1750 0
284 359 1750 250
287 403 1750 500
292 443 1750 750
297 484 1750 1000
303 517 1750 1250
309 545 1750 1500
315 571 1750 1750
321 594 1750 2000
326 614 1750 2250
invalid  1750 2500
invalid  1750 2750
invalid  1750 3000
invalid  1750 3250
invalid  1750 3500
invalid  1750 3750
invalid  1750 4000
   
# marker 7   
invalid  2000 -4000
invalid  2000 -3750
invalid  2000 -3500
invalid  2000 -3250
invalid  2000 -3000
invalid  2000 -2750
332 6 2000 -2500
328 25 2000 -2250
324 43 2000 -2000
320 65 2000 -1750
315 93 2000 -1500
311 122 2000 -1250
307 155 2000 -1000
304 190 2000 -750
301 228 2000 -500
300 269 2000 -250
300 311 2000 0
301 354 2000 250
303 394 2000 500
306 431 2000 750
310 464 2000 1000
315 497 2000 1250
319 527 2000 1500
324 550 2000 1750
329 574 2000 2000
333 592 2000 2250
338 610 2000 2500
invalid  2000 2750
invalid  2000 3000
invalid  2000 3250
invalid  2000 3500
invalid  2000 3750
invalid  2000 4000
   
# marker 8   
invalid  2250 -4000
invalid  2250 -3750
invalid  2250 -3500
invalid  2250 -3250
invalid  2250 -3000
341 9 2250 -2750
337 26 2250 -2500
334 43 2250 -2250
331 64 2250 -2000
327 86 2250 -1750
324 111 2250 -1500
321 139 2250 -1250
318 168 2250 -1000
315 200 2250 -750
314 237 2250 -500
314 274 2250 -250
314 311 2250 0
315 349 2250 250
316 385 2250 500
318 419 2250 750
321 449 2250 1000
325 480 2250 1250
328 507 2250 1500
332 534 2250 1750
336 553 2250 2000
340 574 2250 2250
344 591 2250 2500
347 605 2250 2750
invalid  2250 3000
invalid  2250 3250
invalid  2250 3500
invalid  2250 3750
invalid  2250 4000
   
# marker 9   
invalid  2500 -4000
invalid  2500 -3750
invalid  2500 -3500
351 1 2500 -3250
348 12 2500 -3000
345 27 2500 -2750
342 43 2500 -2500
340 61 2500 -2250
338 79 2500 -2000
335 103 2500 -1750
332 126 2500 -1500
330 151 2500 -1250
327 181 2500 -1000
325 211 2500 -750
324 243 2500 -500
324 278 2500 -250
324 311 2500 0
324 345 2500 250
325 377 2500 500
327 411 2500 750
330 438 2500 1000
333 467 2500 1250
336 492 2500 1500
339 515 2500 1750
342 538 2500 2000
345 557 2500 2250
348 575 2500 2500
351 590 2500 2750
354 605 2500 3000
invalid  2500 3250
invalid  2500 3500
invalid  2500 3750
invalid  2500 4000
   
# marker 10   
invalid  2750 -4000
invalid  2750 -3750
357 2 2750 -3500
354 14 2750 -3250
351 28 2750 -3000
349 42 2750 -2750
347 59 2750 -2500
345 77 2750 -2250
343 95 2750 -2000
341 116 2750 -1750
339 139 2750 -1500
337 164 2750 -1250
335 191 2750 -1000
333 218 2750 -750
332 249 2750 -500
332 280 2750 -250
332 311 2750 0
333 342 2750 250
334 372 2750 500
336 401 2750 750
338 430 2750 1000
340 455 2750 1250
343 479 2750 1500
345 502 2750 1750
347 521 2750 2000
350 542 2750 2250
352 557 2750 2500
355 574 2750 2750
358 589 2750 3000
360 602 2750 3250
363 614 2750 3500
invalid  2750 3750
invalid  2750 4000
   
# marker 11   
invalid  3000 -4000
362 5 3000 -3750
359 17 3000 -3500
357 28 3000 -3250
355 42 3000 -3000
353 57 3000 -2750
351 73 3000 -2500
349 90 3000 -2250
348 109 3000 -2000
346 129 3000 -1750
344 151 3000 -1500
343 175 3000 -1250
342 199 3000 -1000
341 226 3000 -750
341 254 3000 -500
341 284 3000 -250
341 311 3000 0
341 340 3000 250
342 367 3000 500
343 393 3000 750
345 420 3000 1000
347 446 3000 1250
349 466 3000 1500
351 489 3000 1750
353 508 3000 2000
355 528 3000 2250
357 545 3000 2500
359 560 3000 2750
361 576 3000 3000
363 589 3000 3250
365 601 3000 3500
367 612 3000 3750
invalid  3000 4000
   
# marker 12   
366 5 3250 -4000
364 17 3250 -3750
362 30 3250 -3500
361 40 3250 -3250
359 54 3250 -3000
357 69 3250 -2750
356 86 3250 -2500
354 102 3250 -2250
353 120 3250 -2000
351 141 3250 -1750
350 163 3250 -1500
349 184 3250 -1250
348 208 3250 -1000
347 232 3250 -750
347 258 3250 -500
347 285 3250 -250
347 311 3250 0
347 338 3250 250
348 364 3250 500
349 388 3250 750
350 412 3250 1000
352 436 3250 1250
353 457 3250 1500
355 477 3250 1750
357 498 3250 2000
359 516 3250 2250
361 531 3250 2500
363 546 3250 2750
364 560 3250 3000
366 575 3250 3250
368 587 3250 3500
370 600 3250 3750
372 610 3250 4000
   
# marker 13   
368 18 3500 -4000
367 31 3500 -3750
365 40 3500 -3500
364 53 3500 -3250
362 67 3500 -3000
361 79 3500 -2750
359 98 3500 -2500
358 114 3500 -2250
357 131 3500 -2000
356 150 3500 -1750
355 172 3500 -1500
354 192 3500 -1250
353 214 3500 -1000
352 238 3500 -750
352 261 3500 -500
352 288 3500 -250
352 311 3500 0
352 336 3500 250
353 359 3500 500
354 383 3500 750
355 406 3500 1000
356 427 3500 1250
358 449 3500 1500
360 468 3500 1750
361 485 3500 2000
363 504 3500 2250
364 519 3500 2500
366 535 3500 2750
368 550 3500 3000
369 565 3500 3250
370 577 3500 3500
372 587 3500 3750
373 596 3500 4000
   
# marker 14   
370 29 3750 -4000
369 40 3750 -3750
368 52 3750 -3500
367 60 3750 -3250
366 73 3750 -3000
365 92 3750 -2750
364 105 3750 -2500
363 124 3750 -2250
362 140 3750 -2000
361 158 3750 -1750
360 178 3750 -1500
359 198 3750 -1250
358 218 3750 -1000
358 241 3750 -750
358 263 3750 -500
358 286 3750 -250
358 310 3750 0
358 335 3750 250
358 355 3750 500
359 378 3750 750
360 401 3750 1000
361 423 3750 1250
362 442 3750 1500
363 464 3750 1750
364 478 3750 2000
366 496 3750 2250
367 511 3750 2500
368 522 3750 2750
370 537 3750 3000
371 550 3750 3250
373 565 3750 3500
375 576 3750 3750
376 584 3750 4000
