# comments like these are ignored   
# each sample is a tuple (srcX, srcY, destX, destY)   
# src is a pixel, dest is a field coordinate in mm   
#    
   
# specify the grid size: number of columns (x), then number of rows (y)   
# samples need to be specified on a grid and in lexical ordering   
# (otherwise we would have to do sorting / triangulation, which is more coding work)   
# if you accidentally invert the ordering, you probably will get a transposed image   
   
# cam3_2018-03-10_18_04   
   
pixels 820 616 
grid 16 33 
   
# marker 0   
invalid  250 -4000
invalid  250 -3750
invalid  250 -3500
invalid  250 -3250
invalid  250 -3000
invalid  250 -2750
invalid  250 -2500
invalid  250 -2250
invalid  250 -2000
invalid  250 -1750
invalid  250 -1500
invalid  250 -1250
invalid  250 -1000
100 0 250 -750
51 57 250 -500
5 167 250 -250
0 308 250 0
1 448 250 250
44 560 250 500
96 615 250 750
invalid  250 1000
invalid  250 1250
invalid  250 1500
invalid  250 1750
invalid  250 2000
invalid  250 2250
invalid  250 2500
invalid  250 2750
invalid  250 3000
invalid  250 3250
invalid  250 3500
invalid  250 3750
invalid  250 4000
   
# marker 1   
invalid  500 -4000
invalid  500 -3750
invalid  500 -3500
invalid  500 -3250
invalid  500 -3000
invalid  500 -2750
invalid  500 -2500
invalid  500 -2250
invalid  500 -2000
invalid  500 -1750
invalid  500 -1500
invalid  500 -1250
176 0 500 -1000
146 33 500 -750
112 103 500 -500
85 197 500 -250
73 311 500 0
82 425 500 250
108 522 500 500
142 591 500 750
173 615 500 1000
invalid  500 1250
invalid  500 1500
invalid  500 1750
invalid  500 2000
invalid  500 2250
invalid  500 2500
invalid  500 2750
invalid  500 3000
invalid  500 3250
invalid  500 3500
invalid  500 3750
invalid  500 4000
   
# marker 2   
invalid  750 -4000
invalid  750 -3750
invalid  750 -3500
invalid  750 -3250
invalid  750 -3000
invalid  750 -2750
invalid  750 -2500
invalid  750 -2250
invalid  750 -2000
invalid  750 -1750
invalid  750 -1500
230 0 750 -1250
208 26 750 -1000
186 76 750 -750
164 141 750 -500
149 221 750 -250
142 314 750 0
147 405 750 250
164 487 750 500
184 553 750 750
206 603 750 1000
invalid  750 1250
invalid  750 1500
invalid  750 1750
invalid  750 2000
invalid  750 2250
invalid  750 2500
invalid  750 2750
invalid  750 3000
invalid  750 3250
invalid  750 3500
invalid  750 3750
invalid  750 4000
   
# marker 3   
invalid  1000 -4000
invalid  1000 -3750
invalid  1000 -3500
invalid  1000 -3250
invalid  1000 -3000
invalid  1000 -2750
invalid  1000 -2500
invalid  1000 -2250
invalid  1000 -2000
invalid  1000 -1750
262 0 1000 -1500
249 24 1000 -1250
234 65 1000 -1000
219 112 1000 -750
207 171 1000 -500
198 239 1000 -250
194 315 1000 0
196 391 1000 250
205 460 1000 500
220 518 1000 750
234 567 1000 1000
248 606 1000 1250
invalid  1000 1500
invalid  1000 1750
invalid  1000 2000
invalid  1000 2250
invalid  1000 2500
invalid  1000 2750
invalid  1000 3000
invalid  1000 3250
invalid  1000 3500
invalid  1000 3750
invalid  1000 4000
   
   
# marker 4   
invalid  1250 -4000
invalid  1250 -3750
invalid  1250 -3500
invalid  1250 -3250
invalid  1250 -3000
invalid  1250 -2750
invalid  1250 -2500
invalid  1250 -2250
invalid  1250 -2000
288 0 1250 -1750
280 26 1250 -1500
268 56 1250 -1250
258 94 1250 -1000
247 139 1250 -750
238 191 1250 -500
232 251 1250 -250
230 317 1250 0
232 379 1250 250
238 439 1250 500
247 490 1250 750
257 536 1250 1000
268 575 1250 1250
278 605 1250 1500
invalid  1250 1750
invalid  1250 2000
invalid  1250 2250
invalid  1250 2500
invalid  1250 2750
invalid  1250 3000
invalid  1250 3250
invalid  1250 3500
invalid  1250 3750
invalid  1250 4000
   
# marker 5   
invalid  1500 -4000
invalid  1500 -3750
invalid  1500 -3500
invalid  1500 -3250
invalid  1500 -3000
invalid  1500 -2750
invalid  1500 -2500
invalid  1500 -2250
307 5 1500 -2000
298 25 1500 -1750
291 53 1500 -1500
285 84 1500 -1250
276 121 1500 -1000
268 162 1500 -750
263 209 1500 -500
259 261 1500 -250
258 317 1500 0
259 372 1500 250
263 423 1500 500
269 468 1500 750
275 512 1500 1000
284 548 1500 1250
292 577 1500 1500
301 603 1500 1750
invalid  1500 2000
invalid  1500 2250
invalid  1500 2500
invalid  1500 2750
invalid  1500 3000
invalid  1500 3250
invalid  1500 3500
invalid  1500 3750
invalid  1500 4000
   
# marker 6   
invalid  1750 -4000
invalid  1750 -3750
invalid  1750 -3500
invalid  1750 -3250
invalid  1750 -3000
invalid  1750 -2750
invalid  1750 -2500
321 11 1750 -2250
314 27 1750 -2000
308 49 1750 -1750
304 78 1750 -1500
297 107 1750 -1250
292 141 1750 -1000
287 180 1750 -750
282 223 1750 -500
280 268 1750 -250
279 317 1750 0
279 366 1750 250
282 410 1750 500
287 453 1750 750
291 491 1750 1000
297 526 1750 1250
303 556 1750 1500
310 580 1750 1750
316 602 1750 2000
invalid  1750 2250
invalid  1750 2500
invalid  1750 2750
invalid  1750 3000
invalid  1750 3250
invalid  1750 3500
invalid  1750 3750
invalid  1750 4000
   
# marker 7   
invalid  2000 -4000
invalid  2000 -3750
invalid  2000 -3500
invalid  2000 -3250
invalid  2000 -3000
336 0 2000 -2750
331 14 2000 -2500
327 29 2000 -2250
323 50 2000 -2000
319 70 2000 -1750
313 98 2000 -1500
308 128 2000 -1250
305 161 2000 -1000
301 195 2000 -750
298 235 2000 -500
296 273 2000 -250
296 316 2000 0
296 358 2000 250
298 400 2000 500
301 438 2000 750
305 474 2000 1000
309 504 2000 1250
313 533 2000 1500
318 560 2000 1750
323 580 2000 2000
328 602 2000 2250
333 615 2000 2500
invalid  2000 2750
invalid  2000 3000
invalid  2000 3250
invalid  2000 3500
invalid  2000 3750
invalid  2000 4000
   
# marker 8   
invalid  2250 -4000
